Address,City,FILE,PM ID,Property ID,Property Name,Property Type,State,Zip
7305 Beach Drive East,PORT ORCHARD,RPMD,,WAW04515,NWFSC Navy Bldgs 57 4 5 & Well Port Orchard WA,Building,WA,98366
11421 Bethel Burley Rd SE,PORT ORCHARD,RPMD,,14000568,NMFS NWC Burley Creek Hatchery Port Orchard WA,Land,WA,98367
11421 Bethell Burley Rd SE,PORT ORCHARD,RPMD,,14000569,NMFS NWC Burley Creek Hatchery Port Orchard WA,Building,WA,98367
11421 Bethel Burley Rd,PORT ORCHARD,RPMD,,14001191,NMFS NWC Fresh Water Well 5 Port Orchard WA,Structure,WA,98367
48D00' 57.835'N 122D55'37.561'W,PORT TOWNSEND,RPMD,,14000312,NWR Port Townsend (Maynard Hill) WA Site,Land,WA,98368
Point Wilson Light Station,PORT TOWNSEND (CAPE WIL,RPMD,,WAW03701,NWS Wind System 53S Port Townsend (Pt Wilson) WA,Land,WA,98368
Long 123-08-21W Lat 46-58-31N,OLYMPIA,RPMD,,14000166,NWR Capitol Peak Olympia WA WXM62,Structure,WA,98501
Olympia Airport,OLYMPIA (OLM),RPMD,,WAW08501,NWS ASOS Olympia (OLM) WA Site,Land,WA,98501
510 DESMOND DR SE,LACEY,RPMD,,WA7732ZZ,ST MARTINS CAMPUS,Building,WA,98503
"Lot 3, Sec 1, T16N, R12W, W.M.",GRAYS HARBOR CITY,RPMD,,14000757,NWS Wind Sensors Grays Harbor City WA Site,Land,WA,98520
Bowerman Airport,ABERDEEN,RPMD,,WAW11101,NWS ASOS Aberdeen WA Site,Land,WA,98520
LAT 47.51387N/LONG 123.81205W,AMANDA PARK,RPMD,,14000614,CLIMATE REFERENCE NETWORK (CRN),Land,WA,98526
W Mellon Bridge,CENTRALIA,RPMD,,WAW02201,NWS River Gauge On Bridge Centralia OR,Structure,WA,98531
Baw Faw Peak,CHEHALIS (BAW FAW PEAK),RPMD,,WAW02301,NWS Precipitation Gauge Chehalis WA Site,Land,WA,98532
"46.487981, -123.215091",CHEHALIS,RPMD,,WAW12701,NWS Hydrologic Equipment Chehalis WA Site,Land,WA,98532
47.116806  -124.10625,COPALIS BEACH,RPMD,,14001225,NWS NEXRAD Copalis Beach WA Site,Land,WA,98535
728 Seahorse Avenue,OCEAN SHORES,RPMD,,14001131,NWS Wind Site Ocean Shores WA,Structure,WA,98569
Sanderson Field,SHELTON (SHN),RPMD,,WAW13201,NWS ASOS Shelton (SHN) WA Site,Land,WA,98584
Spud Mountain,CASTLE ROCK,RPMD,,WAW12801,NWR Toutle (Spud Mt) WA Site,Land,WA,98611
46.0556 -122.2923,COUGAR,RPMD,,WAW08101,NWS Precipitation Gauge Couger WA Site,Land,WA,98616
45.711852 -121.116716,DALLESPORT,RPMD,,14001657,NWR Stacker Butte WXM34 Dallesport WA,Structure,WA,98617
"45.739140, -121.051381",DALLESPORT,RPMD,,14001681,ROW to Stacker Butte Dallesport WA site,Land,WA,98617
Cape Disappointment Lighthouse,ILWACO (CAPE DISAPPOINT,RPMD,,WAW10101,NWS F420 Wind System Ilwaco WA Site,Land,WA,98624
Signal Peak,KELSO (SIGNAL PEAK),RPMD,,WAW04301,NWS Novalynx 5252 Data Repeater Kelso WA,Structure,WA,98626
Baldy Mountain,BALDY MOUNTAIN,RPMD,,WAW13101,NWS Precipitation Gauge Baldy Mountain WA Site,Land,WA,98632
46.421653 -123.796081,NASELLE,RPMD,,14000129,NWR Naselle Ridge WA KEC91,Structure,WA,98638
Lat 46.0297N Long 122.1644W,TOUTLE,RPMD,,14000535,NWR Repeater Mt. Mitchell (Toutle) WA MITW1 Site,Land,WA,98649
Pine Creek,TOUTLE (PINE CREEK),RPMD,,WAW13801,NWS Rain Gauge Toutle WA Site,Land,WA,98649
Pearson Airpark,VANCOUVER (ZUO),RPMD,,WAW13401,NWS ASOS Vancouver (ZUO) WA Site,Land,WA,98661
3209 Lewis River Road,WOODLAND,RPMD,,14000513,NWR Woodland (Davis Peak) WA WNG604,Structure,WA,98674
Shemya Afb,SHEMYA STATION,RPMD,,AKW11501,NWS Seismic Shemya Station AK,Building,AK,98736
Shemya ABF,SHEMYA STATION,RPMD,,AKW11502,NWS Tsunami Warning Center Shemya Station AK,Structure,AK,98736
Pangborn Memorial Airport,EAST WENATCHEE,RPMD,,WAW13301,NWS ASOS East Wenatchee WA Site,Land,WA,98802
Ephrata Municipal Airport,EPHRATA (EPH),RPMD,,WAW10901,NWS ASOS Ephrata (EPH) WA Site,Land,WA,98823
Lot6 Sec.8 T24n R18e Wm,LEAVENWORTH (PESHASTIN),RPMD,,WAW06601,NWS Precipitation Gauge Leavenworth WA Site,Land,WA,98826
Grant County Airport,MOSES LAKE (MWH),RPMD,,WAW10701,NWS ASOS Moses Lake (MWH) WA Site,Land,WA,98837
Yakima Air Terminal,YAKIMA (YKM),RPMD,,WAW09101,NWS ASOS Yakima (YKM) WA Site,Land,WA,98903
"46.640556, -120.397222",YAKIMA,RPMD,,14001586,NWR Ridge Yakima (Eagle Way) WA KIG75,Structure,WA,98907
304 S WATER ST,ELLENSBURG,RPMD,,WA7822ZZ,WADKINS BUILDING,Building,WA,98926
Bowers Field,ELLENSBURG (ELM),RPMD,,WAW08801,NWS ASOS Ellensburg (ELM) WA Site,Land,WA,98926
Stampede Pass Main Ridge,EASTON,RPMD,,WAW01201,NWS Stampede Pass Pwr Line Easton WA Site,Land,WA,98934
LAT 47.41667 N/LONG 117.51667 W,CHENEY,RPMD,,14000660,CLIMATE REFERENCE NETWORK (CRN),Land,WA,99004
Deer Park Airport,DEER PARK (O7S),RPMD,,WAW08201,NWS ASOS Deer Park (O7S) WA Site,Land,WA,99006
"47.921892, -117.113828",MEAD,RPMD,,14001343,Mt Spokane Communications Site Bldg,Building,WA,99021
"47.921892, -117.113828",MEAD,RPMD,,WAW02601,NWR Road Access Mt Spokane (Mead) WA Site WXL86,Land,WA,99021
Pullman-Moscow Regional,PULLMAN (PUW),RPMD,,WAW09201,NWS ASOS Pullman (PUW) WA Site,Land,WA,99163
N. Rambo Rd.,SPOKANE,RPMD,,WAW07701,NWS RDA Spokane WA Site,Land,WA,99204
2601 N. Rambo Rd.,SPOKANE,RPMD,,WAW07705,WFO Spokane WA,Building,WA,99204
Felts Field,SPOKANE (GEG),RPMD,,WAW08301,NWS ASOS Spokane (GEG) WA Site,Land,WA,99219
3305 E COMMERCE ST,PASCO,RPMD,,WA8036ZZ,National Marine Fisheries Serv,Building,WA,99301
Tri-Cities Airport,PASCO (PSC),RPMD,,WAW10601,NWS ASOS Pasco (PSC) WA Site,Land,WA,99301
"45.980333, -119.295861",PLYMOUTH,RPMD,,14001534,NWS Plymouth (Sillusi Butte) WA,Structure,WA,99346
"46.397497, -119.599653",PROSSER,RPMD,,14001598,NWR Prosser (Richland) WA WWF56,Structure,WA,99350
Walla Walla Regional Airport,WALLA WALLA (ALW),RPMD,,WAW10201,NWS ASOS Walla Walla (ALW) WA Site,Land,WA,99362
800 E SHIP CREEK AVE,ANCHORAGE,RPMD,,AK3346ZZ,SHIP CREEK WAREHOUSE,Building,AK,99501
6930 Sand Lake Road,ANCHORAGE,RPMD,,AKW18001,WFO Anchorage AK Site,Land,AK,99502
Anchorage International,ANCHORAGE (ANC),RPMD,,AKW18901,NWS ASOS Anchorage (Anc) AK Site,Land,AK,99502
61.31105 -149.687952,FORT RICHARDSON,RPMD,,14001551,NWS River Gauge Anchorage AK Site,Land,AK,99505
61.31105 -149.687952,FORT RICHARDSON,RPMD,,14001552,NWS River Gauge Anchorage (Bravo Bridge) AK,Structure,AK,99505
No Street,ELMENDORF AFB,RPMD,,AKM13201,NWS NCEP Storage Bldg 2955 Elmendorf AFB AK,Building,AK,99506
No Street,ELMENDORF AFB,RPMD,,AKM13202,NWS NCEP Main Bldg 2953 Elmendorf AFB AK,Building,AK,99506
No Street,ELMENDORF AFB,RPMD,,AKM13203,NWS NCEP Magnetometer Bldg 2954 Elmendorf AFB AK,Building,AK,99506
No Street,ELMENDORF AFB,RPMD,,AKM13204,NWS NCEP Storage Shed Bldg 2950 Elmendorf AFB AK,Building,AK,99506
"61.153807, -149.780713",ANCHORAGE,RPMD,,14001655,Wind Profiler Anchorage AK Site,Land,AK,99507
222 WEST 8TH AVE,ANCHORAGE,RPMD,,AK0032AA,FED BLD-USCH-ANNEX,Building,AK,99513
7TH AVE BETWEEN C&D ST,ANCHORAGE,RPMD,,AK0035AA,PARKING LOT,Building,AK,99513
Anch Inter A/p Lk Hd S/,ANCHORAGE,RPMD,,AKW22101,NWS ASOS Combined Sensor Group Anchorage AK Site,Land,AK,99517
Lake Hood Seaplane Base,ANCHORAGE,RPMD,,AKW22201,NWS ASOS Wind Tower Ancorage AK Site,Land,AK,99517
6930 Sand Lake Road,ANCHORAGE,RPMD,,AKW18002,WFO RFC Anchorage AK,Building,AK,99519
62.31  -150.42,ANCHORAGE,RPMD,,AKW23001,NWS 29 Wind Profiler TLKA2 Anchorage AK Site,Land,AK,99519
"Section 20, Township 101 S, Range 227 W, Seward Me",ATKA,RPMD,,14000669,NWS Tidal Gauge Atka (Amchitka) AK,Structure,AK,99547
Aniak Airport,AKIAK,RPMD,,AKW01601,NWS AMOS Aniak AK Site,Land,AK,99552
"Lat. 54 degrees 8'42"" N  long 165 degrees 48'5"" W",AKUTAN,RPMD,,14000514,NWS VSAT & Seismic Akutan AK Site,Land,AK,99553
"T. 705, R112 W, Sec. 11, South Meridian",AKUTAN,RPMD,,14000728,NWS Tide Gauge Akutan AK,Structure,AK,99553
Anchor Point Old Sterling Highway Anchor Bridge,ANCHOR POINT,RPMD,,14001693,NWS Anchor Point Brdg 910 Old Sterling Highway AK,Structure,AK,99556
Bridge Avenue from Chief Eddie Hoffman Highway,BETHEL,RPMD,,14001691,NWS Kuskokwim Bridge No 265 Bethel AK,Structure,AK,99559
Bethel Airport,BETHEL,RPMD,,AKW00507,NWS UAIB Bethel AK Site,Land,AK,99559
Bethel Airport,BETHEL,RPMD,,AKW00509,NWS Wind Instrument Bethel AK Site,Land,AK,99559
Bethel Airport,BETHEL,RPMD,,AKW00510,NWS Bethel AK Site,Land,AK,99559
Bethel Airport,BETHEL (BET),RPMD,,AKW16501,NWS ASOS Bethel (Bet) AK Site,Land,AK,99559
61.0997316 N / -155.5811 W,SPARREVOHN STATION,RPMD,,14001680,NWS LRRS Sparrevohn AK VSAT,Land,AK,99560
Farwest Addition #2,CHIGNIK,RPMD,,14000525,NWS VSAT Equipment Chignik AK Site,Land,AK,99564
56.305833 -158.376944,CHIGNIK,RPMD,,14001279,Tide Monitoring Gauge Chignik AK,Land,AK,99564
Cold Bay Alaska,COLD BAY,RPMD,,AKW00801,WSO Upper Air Inflation Building Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00803,WSO Instrument Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00804,WSO Housing Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00805,WSO RBC Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00810,WSO Cold Bay AK,Building,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00815,WSO Antenna Cold Bay AK Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00817,WSO Cable Easement Cold Bay AK Site,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00818,WSO Balloon Inflation Clear Zone Easement Cold Bay,Land,AK,99571
Cold Bay Alaska,COLD BAY,RPMD,,AKW00819,WSO Rawinsonde Cold Bay AK Site,Land,AK,99571
Cold Bay Airport,COLD BAY,RPMD,,AKW16401,NWS ASOS Cold Bay AK Site,Land,AK,99571
Nicholoff Way,CORDOVA,RPMD,,14000174,NWS AWOS Cordova AK Site,Land,AK,99574
10.47308N 145.35414W,CORDOVA,RPMD,,14001435,CRN AK Cordova Valdez  14 ESE,Land,AK,99574
59.427800  -146.33800,CORDOVA,RPMD,,14001493,NWS Cordova (Middleton Island) AK Site,Land,AK,99574
TS 15S  R3W Copper Riv,CORDOVA,RPMD,,AKW15001,NWR Cordova (Ski Hill) AK WXJ79 Site,Land,AK,99574
"MP 1.7445, CDS Route # 230000, Tok Cutoff Highway",GAKONA,RPMD,,14001685,NWS Bridge No 646 Gakona AK,Structure,AK,99586
"MP 5.692, CDS Route 210000, Copper River Highway",GAKONA,RPMD,,14001690,NWS Eyak Bridge No. 381 Cordova AK,Structure,AK,99586
Gulkana Airport,GLENNALLEN,RPMD,,AKW09001,NWS AMOS Glennallen (Gulkana) AK Site,Land,AK,99586
Gakona Airport,GAKONA,RPMD,,AKW18401,NWS ASOS Gakona AK Site,Land,AK,99586
62.105000  -145.966667,GLENNALLEN,RPMD,,AKW23101,NWS 9 Wind Profiler GNAA2 Glennallen AK Site,Land,AK,99588
"Topa 46, 2006 Appraisal",St. George,RPMD,,14000848,Zapadni Rookery,Land,AK,99591
"Topa 38, 2006 Appraisal",St. George,RPMD,,14000849,East Fur Seal Rookery,Land,AK,99591
"Topa 39, 2006 Appraisal",St. George,RPMD,,14000850,East Rookery- South Joint Use Area,Land,AK,99591
"Topa 40, 2006 Appraisal",St. George,RPMD,,14000851,East Rookery- Joint Use Area,Land,AK,99591
"Topa 41, Tract 39, T41S",St. George,RPMD,,14000852,East Rookery- West Joint Use Area,Land,AK,99591
Topa 42,St. George,RPMD,,14000853,North Fur Seal Rookery,Land,AK,99591
Topa 43,St. George,RPMD,,14000854,Staraya/ North   Rookery - Joint Use Area,Land,AK,99591
Topa 44,St. George,RPMD,,14000855,Staraya Artil Rookery Joint Use Area,Land,AK,99591
Topa 27 (portion),St. George,RPMD,,14000856,Seal Processing Plant Land,Land,AK,99591
Topa 37 (portion),St. George,RPMD,,14000857,Cottage C - Old Dispensary Land,Land,AK,99591
h. -Fuel lines,St. George,RPMD,,14000880,h. -Fuel lines,Land,AK,99591
i - Fresh water line,St. George,RPMD,,14000881,i - Fresh water line,Land,AK,99591
H-power line to water pumps,St. George,RPMD,,14000882,H-power line to water pumps,Land,AK,99591
T - East rookery Rd.,St. George,RPMD,,14000883,T - East rookery Rd.,Land,AK,99591
U - Zapadni Rd,St. George,RPMD,,14000884,U - Zapadni Rd,Land,AK,99591
V- Zapadni rookery road,St. George,RPMD,,14000885,V- Zapadni rookery road,Land,AK,99591
W - Zapadni Dock Rd.,St. George,RPMD,,14000886,W - Zapadni Dock Rd.,Land,AK,99591
X Â¿ Borrow/Sanitary Fill Rd.,St. George,RPMD,,14000887,X Â¿ Borrow/Sanitary Fill Rd.,Land,AK,99591
Y Â¿ Staraya Artil Rd.,St. George,RPMD,,14000888,Y Â¿ Staraya Artil Rd.,Land,AK,99591
r Â¿ Vehicle Boneyard,St. George,RPMD,,14000889,r Â¿ Vehicle Boneyard,Land,AK,99591
"Topa 37 (portion), Appraisal 17",St. George,RPMD,,14000913,Cottage C (formerly Cottage M) - Old Dispensary,Building,AK,99591
Appraisal 23,St. George,RPMD,,14000918,St. George Electric Power Distribution System,Structure,AK,99591
Appraisal 30,St. George,RPMD,,14000919,St. George Sewage Disposal System,Structure,AK,99591
St George Airport,ST. GEORGE,RPMD,,AKW17901,NWS ASOS St. George AK Site,Land,AK,99591
59.67694444 -151.547777,HOMER,RPMD,,14001192,NWR Diamond Ridge 3B Homer AK Site WXJ24,Land,AK,99603
Lot 1A of Diamond T No 2,HOMER,RPMD,,14001193,NWR Diamond Ridge 1A Homer AK Site WXJ24,Land,AK,99603
2326 Kachemak Drive,HOMER,RPMD,,14001658,NWS Windprofiler Homer AK Site,Land,AK,99603
Homer Airport,HOMER,RPMD,,AKW18201,NWS ASOS Homer AK Site,Land,AK,99603
Kenai Airport,KENAI,RPMD,,AKW09501,NWS RBC Kenai AK Site,Land,AK,99611
"56.2076, -155.9225",KING SALMON,RPMD,,14001277,CLIMATE REFERANCE NETWORK (CRN),Land,AK,99613
King Salmon Airport,KING SALMON,RPMD,,AKW01302,NWS Housing Apartment 6 Plex King Salmon AK,Building,AK,99613
King Salmon Airport,KING SALMON,RPMD,,AKW01304,NWS King Salmon AK Site,Land,AK,99613
King Salmon Airport,KING SALMON,RPMD,,AKW01307,NWS Instrument Landing System King Salmon AK Site,Land,AK,99613
58.683611 -156.653889,KING SALMON,RPMD,,AKW19801,NWS ASOS King Salmon (PAKN) Site,Land,AK,99613
"58.5, -155",KING SALMON,RPMD,,AKW21001,NWS ROW King Salmon (Katmai) AK Site,Land,AK,99613
727 Shelikof St.,KODIAK,RPMD,,14000524,OMAO Pier II Kodiak AK,Structure,AK,99615
1415 Zentner Street,KODIAK,RPMD,,14001100,NWS Family Housing Kodiak AK,Building,AK,99615
57.7513889 -152.4963889,KODIAK,RPMD,,14001186,NWS UAIB Bldg 594 Kodiak AK,Building,AK,99615
"57.743636, -152.4866",KODIAK,RPMD,,14001649,NWS UAIB Autosonde Preparation Site Kodiak AK,Structure,AK,99615
301 RESEARCH COURT,KODIAK,RPMD,,AK3331ZZ,KODIAK ISLAND,Building,AK,99615
Kodiak Airport,KODIAK,RPMD,,AKW01209,NWS Cable Right Of Way Kodiak AK Site,Land,AK,99615
"56.539944, -154.13278",KODIAK (SITKINAK),RPMD,,AKW11101,NWS Wind System Kodiak Airport AK Site,Land,AK,99615
Gibson Cove,KODIAK (GIBSON COVE),RPMD,,AKW13301,NMFS Facility Site Kodiak AK,Land,AK,99615
Gibson Cove,KODIAK (GIBSON COVE),RPMD,,AKW13304,NMFS Dock Kodiak AK,Structure,AK,99615
USCG Support Center,KODIAK,RPMD,,AKW14603,NWS Radio Tower Kodiak AK Site,Land,AK,99615
USCG Support Center,KODIAK,RPMD,,AKW14605,OMAO Moorage & Support Kodiak AK,Land,AK,99615
USCG Support Center,KODIAK,RPMD,,AKW14607,NOS Tsunami Warning System Pier Kodiak AK,Structure,AK,99615
N-38 Cape Sarichef,KODIAK,RPMD,,14001301,NWS Marine Radio Kodiak AK,Structure,AK,99619
N-38 Cape Sarichef,KODIAK,RPMD,,14001302,NWR Kodiak AK WXJ78,Structure,AK,99619
Kodiak Airport (adq),KODIAK,RPMD,,AKW18601,NWS ASOS Kodiak AK Site,Land,AK,99619
Lat 62.95 N Long 155.58W,Mcgrath,RPMD,,14000973,NWS Housing Site McGrath AK,Land,AK,99627
Mc Grath  Ak.,MC GRATH,RPMD,,AKW02003,Inflation Building Site,Land,AK,99627
Mc Grath  Ak.,MC GRATH,RPMD,,AKW02009,NWS Cable Easement Mc Grath AK Site,Land,AK,99627
McGrath Airport,MC GRATH,RPMD,,AKW02010,NWS Housing Site B-12 Mc Grath AK,Land,AK,99627
Mc Grath  AK,MC GRATH,RPMD,,AKW02013,NWS Housing Site B-1 Mc Grath AK,Land,AK,99627
Mc Grath  AK,MC GRATH,RPMD,,AKW02014,NWS Housing Site B-2 Mc Grath AK,Land,AK,99627
Mc Grath  AK,MC GRATH,RPMD,,AKW02015,NWS Housing Site B-3 Mc Grath AK,Land,AK,99627
Mc Grath  AK,MC GRATH,RPMD,,AKW02016,NWS Housing Site B-4 Mc Grath AK,Land,AK,99627
Mc Grath  Ak.,MC GRATH,RPMD,,AKW02018,Instrument Site,Land,AK,99627
Mc Grath  Ak.,MC GRATH,RPMD,,AKW02019,RBC Site,Land,AK,99627
Mc Grath Airport,MC GRATH (MCG),RPMD,,AKW20301,NWS ASOS Mc Grath AK Site,Land,AK,99627
"60.0484, -151.6647",NINILCHIK,RPMD,,14001688,NWS WLM Ninilchik River Bridge No. 427 AK,Structure,AK,99639
MP136.7 Sterling Highway Deep Creek River Bridge 6,NINILCHIK,RPMD,,14001692,NWS Deep Creek Bridge No. 668 Ninilchik AK,Structure,AK,99639
57.20 N 153.31 W,OLD HARBOR,RPMD,,14000692,NWS Tsunami Warning System Old Harbor AK,Structure,AK,99643
"Lat 57 deg 12' 0"" N Long 153 deg 18' 36"" W",OLD HARBOR,RPMD,,14000701,NWS VSAT & Vault Old Harbor (Krumrey) AK Site,Land,AK,99643
350 E Dahlia Ave,PALMER,RPMD,,14001115,NWS Tide Gauge Palmer (Port MacKenzie) AK Site,Land,AK,99645
"MP 8.53, CDS Rte #137000, Palmer Fishhook Rd",PALMER,RPMD,,14001689,NWS WLM Little Susitna Bridge No. 496 Palmer AK,Structure,AK,99645
910 South Felton St.,PALMER,RPMD,,AKW01002,NWS Site,Land,AK,99645
910 South Felton St.,PALMER,RPMD,,AKW01004,Housing Site,Land,AK,99645
910 South Felton St.,PALMER,RPMD,,AKW01005,NWS Seismic Palmer AK Site,Land,AK,99645
LAT 60D 11' 42.66N/LONG 154D 19' 10.79W,PORT ALSWORTH,RPMD,,14001112,CLIMATE REFERENCE NETWORK (CRN),Land,AK,99653
"60.2043333, -154.3188728",PORT ALSWORTH,RPMD,,14001662,NWS MAWS Equipment Port Alsworth AK Site,Land,AK,99653
St Mary's Airport,ST MARY'S,RPMD,,AKW05101,NWS RAMOS Station St Mary's AK Site,Land,AK,99658
"Topa 14, 2004 Appraisal",St. Paul,RPMD,,14000826,Combine Shop Land,Land,AK,99660
"Topa 6, Appraisal 73",St. Paul,RPMD,,14000828,City of St Paul sanitary landfill,Land,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14000837,Fur Seal Reef Rookery,Land,AK,99660
"Topa 16, 2006 Appraisal",St. Paul,RPMD,,14000838,Zapadni Tolstoi Rookery,Land,AK,99660
"Topa 19, 2006 appraisal",St. Paul,RPMD,,14000839,Lukanin-Kitovi Fur Seal Rookery,Land,AK,99660
"Topa 21, 2006 Appraisal",St. Paul,RPMD,,14000840,Northeast Point Rookery,Land,AK,99660
"Topa 20, 2006 Appraisal",St. Paul,RPMD,,14000841,Polovina Rookery,Land,AK,99660
"Topa 14 (ptn), 2004 Appraisal",St. Paul,RPMD,,14000842,NMFS Staff Quarters Land,Land,AK,99660
"Topa 14 (ptn), 2004 Appraisal",St. Paul,RPMD,,14000843,GARCO Building Land,Land,AK,99660
"Topa 14 (ptn), 2004 Appraisal",St. Paul,RPMD,,14000844,NMFS Lab Building Land,Land,AK,99660
"Topa 25, 2006 Appraisal",St. Paul,RPMD,,14000846,USCG Radio Beacon Site,Land,AK,99660
"Topa 10, 2004 Appraisal",St. Paul,RPMD,,14000847,St. Paul Clinic Land,Land,AK,99660
Topa 8AC4,St. Paul,RPMD,,14000858,Pump house to federal installations and townsite,Land,AK,99660
Topa 8BC4,St. Paul,RPMD,,14000859,Two USCG Loran Station to NWS Office,Land,AK,99660
Topa 8DC4,St. Paul,RPMD,,14000860,Waterline easement to NWS office,Land,AK,99660
Topa 8EC4,St. Paul,RPMD,,14000861,Waterline easement in Tract 50 to NMFS bldgs,Land,AK,99660
Topa 8FC4,St. Paul,RPMD,,14000862,Powerline easement NMFS facilities to USCG,Land,AK,99660
Topa 8GC4,St. Paul,RPMD,,14000863,Powerline easement between Tracts 43 and 39,Land,AK,99660
Topa 8KC4,St. Paul,RPMD,,14000864,"Road to Lukanin Rookery (Tract 45,T35S,R131W,SM)",Land,AK,99660
Topa 8LC4,St. Paul,RPMD,,14000865,"Road to Reef Rookery (Tract 39,T35S,R132W,SM)",Land,AK,99660
Topa 8MC4,St. Paul,RPMD,,14000866,Road to Northeast Point Rookery,Land,AK,99660
Topa 8NC4,St. Paul,RPMD,,14000867,Road Access Easement,Land,AK,99660
Topa 8QC4,St. Paul,RPMD,,14000868,Road access to Telegraph Hill borrow pit,Land,AK,99660
Topa 8RC4,St. Paul,RPMD,,14000869,Road to fresh water pump site,Land,AK,99660
Topa 8SC4,St. Paul,RPMD,,14000870,Road to Lake Hills Borrow Pit,Land,AK,99660
Topa 8ZC4,St. Paul,RPMD,,14000871,Townsite to St Paul Airport (Polovina Turnpike),Land,AK,99660
Topa 8cC4,St. Paul,RPMD,,14000872,South road to the Polovina Fur Seal rookery,Land,AK,99660
Topa 8dC4,St. Paul,RPMD,,14000873,Middle road to the Polovina Fur Seal rookery,Land,AK,99660
Topa 8eC4,St. Paul,RPMD,,14000874,North road to the Polovina Fur Seal rookery,Land,AK,99660
Topa 8kC4,St. Paul,RPMD,,14000875,East road to Zapadni-Tolstoi Rookeries,Land,AK,99660
Topa 8lC4,St. Paul,RPMD,,14000876,Middle access road to Zapadni Â¿Tolstoi Rookeries,Land,AK,99660
Topa 8mC4,St. Paul,RPMD,,14000877,West access road to Zapadni Â¿Tolstoi Rookeries,Land,AK,99660
Topa 8nC4,St. Paul,RPMD,,14000878,Tolstoi Point access to Zapadni Â¿Tolstoi Rookeries,Land,AK,99660
Topa 8jC4,St. Paul,RPMD,,14000879,"NWS office/housing UAIB (Tract 41,T35S,R131W,SM)",Land,AK,99660
Topa 14 (ptn),St. Paul,RPMD,,14000908,"NMFS Staff Qtrs (TR47),",Building,AK,99660
Topa 14 (ptn),St. Paul,RPMD,,14000909, GARCO Bldg (TR49),Building,AK,99660
Topa 14 (ptn),St. Paul,RPMD,,14000910,"NMFS Office Bldg (TR48),-NMFS Lab/Office building",Building,AK,99660
Topa 10,St. Paul,RPMD,,14000911,Saint Paul Clinic,Building,AK,99660
Topa 10(ptn),St. Paul,RPMD,,14000916,Tolstoi Blvd Road (btwn school and clinic),Structure,AK,99660
Appraisal 66,St. Paul,RPMD,,14000917,St. Paul Electric Transmission System,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001177,Tower #1 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001178,Tower #2 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001179,Tower #3 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001180,Tower #4 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001181,Tower #5 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001182,Tower #6 & Walkway,Structure,AK,99660
"Topa 18, 2006 Appraisal",St. Paul,RPMD,,14001190,Tower #7 & Walkway,Structure,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00902,NWS Housing Bldg B 3 St Paul AK,Building,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00906,NWS Storage Warehouse Bldg B 4 St Paul AK,Building,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00907,NWS Site,Land,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00908,NWS Cable Easement Instrument St Paul AK Site,Land,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00919,NWS Storage Bldg St Paul AK,Building,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00920,NWS Sewage Lift Station St Paul AK,Structure,AK,99660
St Paul  Alaska,ST PAUL,RPMD,,AKW00921,NWS Housing B 2 St Paul AK,Building,AK,99660
St Paul Island Airport,ST PAUL (SNP),RPMD,,AKW16701,NWS ASOS St Paul (Snp) AK Site,Land,AK,99660
123 Red Cove Road at Sand Point School,SAND POINT,RPMD,,14001170,NWR Antenna Sand Point AK,Structure,AK,99661
123 Red Cove Rd at Sand Point School,SAND POINT,RPMD,,14001215,NWR Sand Point AK Land,Land,AK,99661
"55.349611, -160.472833",SAND POINT,RPMD,,14001339,CLIMATE REFERENCE NETWORK (CRN),Land,AK,99661
No Address Provided,SAND POINT,RPMD,,AKW22701,NWS Seismic Instrument Sand Point AK Site,Land,AK,99661
Mile 9 Jakolof Rd,SELDOVIA (KASITSNA BAY),RPMD,,14000801,"NOS, AK, Kasitsna Bay Laboratory Dock/Trestle",Structure,AK,99663
Mile 9 Jakolof Rd,SELDOVIA (KASITSNA BAY),RPMD,,14000802,"NOS, AK, Kasitsna Bay Laboratory Seawater System",Structure,AK,99663
